Product Description,Product Category
"HP 27es 27 Inches Display IPS LED Backlit Monitor (Full HD) Display resolution 1920 x1080 @60Hz (Full HD) Display colors Up to 16.7 million colors supported (through FRC technology) Display type IPS w/ LED backlight Tilt and swivel angle Tilt -5 to +25 degree aspect ratio 16:9 Onscreen controls Menu/ok; Information/""-""; Input/""+"" ; Auto/QV/Exit; Power Pixel pitch 0.311 mm Response time 7 ms gray to gray Resolution (native) 1920 x 1080 @ 60Hz Display scan frequency (vertical) Up to 60 Hz Brightness 250 cd/mÂ² Display features Low Haze Panel; In plane switching; Language selection; LED Backlights; On-screen controls; Plug and Play; User programmable Contrast ratio 1000:1 static; 1000000:1 dynamic Display size (diagonal) 27"" Display scan frequency (horizontal) Up to 80 kHz Input Connectors 1 VGA / 2 HDMI (with HDCP support) WARRANTY Warranty 3 years limited warranty MACHINE DIMENSIONS & WEIGHT Minimum dimensions (W x D x H) 62.09 x 19.45 x 45.56 cm (with stand); 62.09 x 3.56 x 37.16 cm (without stand) Weight 3.79 kg (with stand); 3.39 kg (without stand) POWER Power supply type Input voltage: 100-240 VAC at 50 - 60 Hz; Power consumption: 29W maximum, 24W typical; Standby mode: < 0.3W WHAT'S IN THE BOX What's in the box AC power cord; Power adapter; VGA cable; CD (includes U.G., warranty, drivers); Quick Setup Poster; Telephone Card; Hard copy warranty booklet (country specific); HDMI Cable.",Electronics
Wild Horses,Books
Environmental Engineering Science,Books
"Doubletake Aec Metal Compact Folding Reading Glasses with Mini Flip Top Carrying Case for Men and Women (+1.25) Size:+1.25   Great things come in twos and who doesn't love a good deal DoubleTake is here to provide eyewear that will have people taking a second look, without taking a lot out of your wallet. Our glasses are effective, cosy, compact, and elegantly made - and best of all, they come in pairs. So not only are you covered night and day, home and office, work or vacation, you also get the most out of your . We give glasses in a wide selection of styles from classic rimless frames to vintage-inspired glasses with a modern spin. Find your match today Looking for a reading glasses solution that is portable and can be thrown in your bag Better yet, how about ones that are small enough to fit in your pocket Look no farther than DoubleTake Folding Readers. These small and light readers feature telescoping temples for easy folding and compact storage. Each reader comes with a flip top hard case to ensure your lightweight readers are protected and easily accessible. Fold, flip, and drop your pair of DoubleTake Folding Readers into your pocket or purse and be reading ready wherever you go. Features- 1 AEC Folding Readers At Great Value - Each Reader comes with a hard flip top carrying case - Telescoping temples for easy folding - Compact: folded reader in carrying case is about the size of a lighter- Choose your magnification.",Beauty & Personal Care
"Tnx Men's Cotton Hooded Sweatshirt Tnx provides quality casual wear in the widest variety which makes it easy to choose, at charge that are easy-to-reach and excellent service support which makes shopping easy to enjoy. Tnx hooded sweatshirts for men are made of rich cotton fabrics to ensure best quality and great comfort. Fine prints and accessories are used to ensure that the Men's sweatshirts with hood look and attractive even after several washes. Colour store keeps inventing to help you keep inventing exciting experiences in your life. Hoodie without zipper, kangaroo pockets long sleeves sweatshirt with rib cuff and rib hem fabric pre-washed rich cotton fleece machine washable.",Clothing
Under Armour Women's Sports T-Shirt Signature moisture transport system wicks sweat to keep you dry and light lightweight stretch construction improves mobility for full range of motion super-breathable mesh back panel for superoir ventilation modern collarless construction with generous 1/2 zip front shaped hem delivers enhanced coverage without looking big and bulky ergonomic cuff detail for enhanced coverage reflectivity for low-light runs.,Clothing
"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meters) Size name:6 Feet / 1.8 Meters   The BlueRigger Toslink optical audio connection carries a digital audio stream using a fiber-optic cable. It is perfect for connecting your audio devices such as CD/DVD players to a receiver, preamplifier or audio processor",Electronics
"K.M. Makrana Marble Imam Dasta Mortar and Pestle Ohkli Musal , 3 Inches, White Brings hand-crafted luxury to redefine your home decor and utility. a kitchen essential mortar and pestle made out of natural White Stone.Can be used for different purposes, Daily use product for kitchen.The Mortar and Pestle is Artistically carved out of single Stone. Use it for grinding and crushing herbs, spices or medicine. It is non-porous, natural and very durable.Easy to maintain/ clean, dishwasher safe and won't absorb food odours or stains. This product is 100% Made in India and handmade by skilled Artisans.",Grocery
"Wonderchef Automatic Soup Maker 800-Watt (White and Steel) Hassle free cooking – no need to stir and monitor during cooking, also make blends, chunky soup, compotes for young babies hygienically without touching the food by hand. No need to strain the boiled fruits or vegetables separately. Retains all essential fibers inside your soup making it healthier and tastier. Elegant touch control panel and programed indicator lights. Intelligent control systems prevent dry burning. 304 stainless steel jug and blades for complete food safety. Pure copper motor and reliable wonderchef warranty",Home Appliances
"Favola Glass Mason Jars with Handle and Check Pattern Air Tight Cap Without Hole, 500 ml, White Item Package Quantity:1   Add style to your next party with this style setter glass jar set. Whether you're entertaining indoors or outdoors, this set is sure to be the life of the party. This fun set is made of glass and includes lids and straws. Jar glasses feature the classic screw top design and a convenient handle, ensuring that you can easily grip your beverage, and focus on enjoying yourself. Whether creating classic cocktails, drinking homemade lemonade, or sharing an amazing summer punch, these glasses will be at the heart of every house, barbeque and garden party. (Tip: They're great for handing out to spill-prone friends and family members, too ). Ideal for picnics, and great for the beach,house parties.",Grocery
"MOBITUSSION Screen Protector Tempered Glass 5D Curved Edge-to-Edge Glue for Google Pixel 2XL Colour:Black   Forged from tempered glass, made of nano chemical materials, HD ultra-clear with high sensitivity and comfortable touch feeling. 99% High light transmittance delivers ultra high definition display. With secure explosion-proof function, it can resist sharp objects and absorb impact force from accidental fall. There is an oleo phobic coating on the surface to prevent oil and fingerprints. 0.1mm thickness but 9H hardness 5D arc edge, perfect fit Automatic adsorption, bubble-free. It is not Glass. It is a Fiber Tempered Screen Protector. It will not make your phone heavy.Package Include : 1.ONE Black Front Full Body Tempered Glass/ Screen Protector/Guard.ADDITIONAL FEATURES Scratch Resistant, 9H Hardness, 5D Curved 0.3mm Tempered glass, Proper Edge To Edge Fitting, Air Bubble Proof, Nippa Japanese Glue as perfect adhesion, Japanese Asahi Glass, Wet And Dry Screen Wipes to DIY",Electronics
"UrbanWood Sheesham Wood Patio Dining Set | for Garden and Outdoor | Foldable Coffee Table and Chair | Brown Color:1 Table and 2 chair   Your house with this lovely and classic piece of furniture set from the wide collection of Brookwood . This furniture set comes in a package of a folding table and two folding chair. This table and chair set is designed with the standard quality wood material. They will be perfect for contemporary theme decoration. You can use this for bedroom, living room as well as for your garden to feel comfort and take complete rest. The wooden back is slanted which helps you to sit with ease and comfort. Assembly required.",Furniture
"Prestige PPTPKB 800-Watt 2-Slice Pop-up Toaster Country of Origin: People's Republic of China, Imported by: TTK Prestige Ltd., Registered Office: Plot No. 38, Sipcot Industrial Complex, Hosur-635126, India",Home Appliances
